run,split,variant,resample,matched_n,auroc
NT,A,af_known_only,97,4222,0.8162789439988726
NT,A,af_known_only,98,4222,0.8185373091390858
NT,A,af_known_only,99,4222,0.8198235719554314
DNABERT-2 seed 42,A,all_eligible,0,30480,0.9146573761203078
DNABERT-2 seed 42,A,all_eligible,1,30480,0.9146141805478055
DNABERT-2 seed 42,A,all_eligible,2,30480,0.914082208719973
DNABERT-2 seed 42,A,all_eligible,3,30480,0.9144368214430874
DNABERT-2 seed 42,A,all_eligible,4,30480,0.914306881669319
DNABERT-2 seed 42,A,all_eligible,5,30480,0.9142640779031558
DNABERT-2 seed 42,A,all_eligible,6,30480,0.9147078933046755
DNABERT-2 seed 42,A,all_eligible,7,30480,0.9144705060243454
DNABERT-2 seed 42,A,all_eligible,8,30480,0.9144410344376245
DNABERT-2 seed 42,A,all_eligible,9,30480,0.9145831352773817
DNABERT-2 seed 42,A,all_eligible,10,30480,0.914168483614745
DNABERT-2 seed 42,A,all_eligible,11,30480,0.9149757876599086
DNABERT-2 seed 42,A,all_eligible,12,30480,0.9146928582746054
DNABERT-2 seed 42,A,all_eligible,13,30480,0.9148214977679955
DNABERT-2 seed 42,A,all_eligible,14,30480,0.9142290607497882
DNABERT-2 seed 42,A,all_eligible,15,30480,0.9145673639958392
DNABERT-2 seed 42,A,all_eligible,16,30480,0.9138044912200936
DNABERT-2 seed 42,A,all_eligible,17,30480,0.9147669893256453
DNABERT-2 seed 42,A,all_eligible,18,30480,0.9146779136613828
DNABERT-2 seed 42,A,all_eligible,19,30480,0.9142999346415359
DNABERT-2 seed 42,A,all_eligible,20,30480,0.914440375686307
DNABERT-2 seed 42,A,all_eligible,21,30480,0.9146320400279689
DNABERT-2 seed 42,A,all_eligible,22,30480,0.9142989077644822
DNABERT-2 seed 42,A,all_eligible,23,30480,0.9145550199433732
DNABERT-2 seed 42,A,all_eligible,24,30480,0.9140478051094991
DNABERT-2 seed 42,A,all_eligible,25,30480,0.9147550177044799
DNABERT-2 seed 42,A,all_eligible,26,30480,0.9141193119191794
DNABERT-2 seed 42,A,all_eligible,27,30480,0.9147063755933067
DNABERT-2 seed 42,A,all_eligible,28,30480,0.9143866960650588
DNABERT-2 seed 42,A,all_eligible,29,30480,0.9144158318177747
DNABERT-2 seed 42,A,all_eligible,30,30480,0.9143728472179167
DNABERT-2 seed 42,A,all_eligible,31,30480,0.9147950852846151
DNABERT-2 seed 42,A,all_eligible,32,30480,0.914486225639118
DNABERT-2 seed 42,A,all_eligible,33,30480,0.9142489352339815
DNABERT-2 seed 42,A,all_eligible,34,30480,0.9146196895171568
DNABERT-2 seed 42,A,all_eligible,35,30480,0.9139817620607463
DNABERT-2 seed 42,A,all_eligible,36,30480,0.9144904063419238
DNABERT-2 seed 42,A,all_eligible,37,30480,0.9147135185242593
DNABERT-2 seed 42,A,all_eligible,38,30480,0.9143956925413851
DNABERT-2 seed 42,A,all_eligible,39,30480,0.9144065640909059
DNABERT-2 seed 42,A,all_eligible,40,30480,0.914116717816769
DNABERT-2 seed 42,A,all_eligible,41,30480,0.9141597433194867
DNABERT-2 seed 42,A,all_eligible,42,30480,0.9138634300879713
DNABERT-2 seed 42,A,all_eligible,43,30480,0.9144612361446945
DNABERT-2 seed 42,A,all_eligible,44,30480,0.9146531631257707
DNABERT-2 seed 42,A,all_eligible,45,30480,0.9146097694973168
DNABERT-2 seed 42,A,all_eligible,46,30480,0.9149757467570491
DNABERT-2 seed 42,A,all_eligible,47,30480,0.9148000452945351
DNABERT-2 seed 42,A,all_eligible,48,30480,0.914253053506107
DNABERT-2 seed 42,A,all_eligible,49,30480,0.9143410613904561
DNABERT-2 seed 42,A,all_eligible,50,30480,0.9146309485674526
DNABERT-2 seed 42,A,all_eligible,51,30480,0.9146429481747852
DNABERT-2 seed 42,A,all_eligible,52,30480,0.9142228370567852
DNABERT-2 seed 42,A,all_eligible,53,30480,0.9143775811857179
DNABERT-2 seed 42,A,all_eligible,54,30480,0.9140993211847535
DNABERT-2 seed 42,A,all_eligible,55,30480,0.9146501599947644
DNABERT-2 seed 42,A,all_eligible,56,30480,0.9140187102596428
DNABERT-2 seed 42,A,all_eligible,57,30480,0.9145011250439168
DNABERT-2 seed 42,A,all_eligible,58,30480,0.9144943437803542
DNABERT-2 seed 42,A,all_eligible,59,30480,0.9145375135194714
DNABERT-2 seed 42,A,all_eligible,60,30480,0.9145623157218536
DNABERT-2 seed 42,A,all_eligible,61,30480,0.9144050485323193
DNABERT-2 seed 42,A,all_eligible,62,30480,0.9140670294535034
DNABERT-2 seed 42,A,all_eligible,63,30480,0.9148153903252251
DNABERT-2 seed 42,A,all_eligible,64,30480,0.9144323113646228
DNABERT-2 seed 42,A,all_eligible,65,30480,0.9145593061325011
DNABERT-2 seed 42,A,all_eligible,66,30480,0.9142757890376891
DNABERT-2 seed 42,A,all_eligible,67,30480,0.9143886421800621
DNABERT-2 seed 42,A,all_eligible,68,30480,0.9140695030001171
DNABERT-2 seed 42,A,all_eligible,69,30480,0.9138867016622922
DNABERT-2 seed 42,A,all_eligible,70,30480,0.9147999828638547
DNABERT-2 seed 42,A,all_eligible,71,30480,0.9145368999765777
DNABERT-2 seed 42,A,all_eligible,72,30480,0.9151548625319473
DNABERT-2 seed 42,A,all_eligible,73,30480,0.9143619390711004
DNABERT-2 seed 42,A,all_eligible,74,30480,0.9141375352195149
DNABERT-2 seed 42,A,all_eligible,75,30480,0.9152084668058225
DNABERT-2 seed 42,A,all_eligible,76,30480,0.9145819103443762
DNABERT-2 seed 42,A,all_eligible,77,30480,0.9146262511969468
DNABERT-2 seed 42,A,all_eligible,78,30480,0.9151084700780513
DNABERT-2 seed 42,A,all_eligible,79,30480,0.9146099998449997
DNABERT-2 seed 42,A,all_eligible,80,30480,0.9139320672391344
DNABERT-2 seed 42,A,all_eligible,81,30480,0.9142298400569023
DNABERT-2 seed 42,A,all_eligible,82,30480,0.9145686212205758
DNABERT-2 seed 42,A,all_eligible,83,30480,0.9147366350982702
DNABERT-2 seed 42,A,all_eligible,84,30480,0.9146474151976082
DNABERT-2 seed 42,A,all_eligible,85,30480,0.9146535118764682
DNABERT-2 seed 42,A,all_eligible,86,30480,0.9146048051818326
DNABERT-2 seed 42,A,all_eligible,87,30480,0.914174683627145
DNABERT-2 seed 42,A,all_eligible,88,30480,0.9140156274756994
DNABERT-2 seed 42,A,all_eligible,89,30480,0.9145527788972244
DNABERT-2 seed 42,A,all_eligible,90,30480,0.9144651671247787
DNABERT-2 seed 42,A,all_eligible,91,30480,0.9140001145280068
DNABERT-2 seed 42,A,all_eligible,92,30480,0.9144031842230351
DNABERT-2 seed 42,A,all_eligible,93,30480,0.914779768240092
DNABERT-2 seed 42,A,all_eligible,94,30480,0.9143613965700154
DNABERT-2 seed 42,A,all_eligible,95,30480,0.9146274244631822
DNABERT-2 seed 42,A,all_eligible,96,30480,0.9143752518755037
DNABERT-2 seed 42,A,all_eligible,97,30480,0.9140796792010251
DNABERT-2 seed 42,A,all_eligible,98,30480,0.9141404436281095
DNABERT-2 seed 42,A,all_eligible,99,30480,0.9146422420622619
DNABERT-2 seed 42,A,af_known_only,0,4222,0.7641335756557932
DNABERT-2 seed 42,A,af_known_only,1,4222,0.7652256199676819
DNABERT-2 seed 42,A,af_known_only,2,4222,0.7678451574740689
DNABERT-2 seed 42,A,af_known_only,3,4222,0.7643148911400234
DNABERT-2 seed 42,A,af_known_only,4,4222,0.7693391028159776
DNABERT-2 seed 42,A,af_known_only,5,4222,0.7655672695032517
DNABERT-2 seed 42,A,af_known_only,6,4222,0.7652525480098943
DNABERT-2 seed 42,A,af_known_only,7,4222,0.7683097784024087
DNABERT-2 seed 42,A,af_known_only,8,4222,0.7679995449160866
DNABERT-2 seed 42,A,af_known_only,9,4222,0.7706826999222004
DNABERT-2 seed 42,A,af_known_only,10,4222,0.7631480093108194
DNABERT-2 seed 42,A,af_known_only,11,4222,0.7659128460449774
DNABERT-2 seed 42,A,af_known_only,12,4222,0.766129841185139
DNABERT-2 seed 42,A,af_known_only,13,4222,0.7666165655481282
DNABERT-2 seed 42,A,af_known_only,14,4222,0.7663226010873094
DNABERT-2 seed 42,A,af_known_only,15,4222,0.764628378431446
DNABERT-2 seed 42,A,af_known_only,16,4222,0.7642678792663276
DNABERT-2 seed 42,A,af_known_only,17,4222,0.7686004890581266
DNABERT-2 seed 42,A,af_known_only,18,4222,0.7691010140427497
DNABERT-2 seed 42,A,af_known_only,19,4222,0.7642650742619305
DNABERT-2 seed 42,A,af_known_only,20,4222,0.7688867117068092
DNABERT-2 seed 42,A,af_known_only,21,4222,0.767063571048854
DNABERT-2 seed 42,A,af_known_only,22,4222,0.7649564517457338
DNABERT-2 seed 42,A,af_known_only,23,4222,0.7620448571815182
DNABERT-2 seed 42,A,af_known_only,24,4222,0.7675369435909127
DNABERT-2 seed 42,A,af_known_only,25,4222,0.7683787815105779
DNABERT-2 seed 42,A,af_known_only,26,4222,0.7671605120008186
DNABERT-2 seed 42,A,af_known_only,27,4222,0.7649245868957825
DNABERT-2 seed 42,A,af_known_only,28,4222,0.765438239300984
DNABERT-2 seed 42,A,af_known_only,29,4222,0.7722236571378049
DNABERT-2 seed 42,A,af_known_only,30,4222,0.7662456317666524
DNABERT-2 seed 42,A,af_known_only,31,4222,0.7652770076482371
DNABERT-2 seed 42,A,af_known_only,32,4222,0.7678890277428398
DNABERT-2 seed 42,A,af_known_only,33,4222,0.7646691070952922
DNABERT-2 seed 42,A,af_known_only,34,4222,0.765043070281517
DNABERT-2 seed 42,A,af_known_only,35,4222,0.7663545781374367
DNABERT-2 seed 42,A,af_known_only,36,4222,0.7673955713692977
DNABERT-2 seed 42,A,af_known_only,37,4222,0.770304585329468
DNABERT-2 seed 42,A,af_known_only,38,4222,0.7644316915231196
DNABERT-2 seed 42,A,af_known_only,39,4222,0.7676194107201882
DNABERT-2 seed 42,A,af_known_only,40,4222,0.769906499105428
DNABERT-2 seed 42,A,af_known_only,41,4222,0.7675463684056871
DNABERT-2 seed 42,A,af_known_only,42,4222,0.7668425367023606
DNABERT-2 seed 42,A,af_known_only,43,4222,0.7705169802624182
DNABERT-2 seed 42,A,af_known_only,44,4222,0.7718154728979353
DNABERT-2 seed 42,A,af_known_only,45,4222,0.7684208565765348
DNABERT-2 seed 42,A,af_known_only,46,4222,0.7684176027714341
DNABERT-2 seed 42,A,af_known_only,47,4222,0.7651090439849374
DNABERT-2 seed 42,A,af_known_only,48,4222,0.7700151088756847
DNABERT-2 seed 42,A,af_known_only,49,4222,0.7713256069300214
DNABERT-2 seed 42,A,af_known_only,50,4222,0.7684740394599042
DNABERT-2 seed 42,A,af_known_only,51,4222,0.7651749054881818
DNABERT-2 seed 42,A,af_known_only,52,4222,0.7645968501820224
DNABERT-2 seed 42,A,af_known_only,53,4222,0.7673467642927877
DNABERT-2 seed 42,A,af_known_only,54,4222,0.7707390244104947
DNABERT-2 seed 42,A,af_known_only,55,4222,0.7613381082736185
DNABERT-2 seed 42,A,af_known_only,56,4222,0.7681423757399882
DNABERT-2 seed 42,A,af_known_only,57,4222,0.7645542141151861
DNABERT-2 seed 42,A,af_known_only,58,4222,0.7659958741751324
DNABERT-2 seed 42,A,af_known_only,59,4222,0.7667764507987642
DNABERT-2 seed 42,A,af_known_only,60,4222,0.7638280545768583
DNABERT-2 seed 42,A,af_known_only,61,4222,0.7682315748798167
DNABERT-2 seed 42,A,af_known_only,62,4222,0.7679101213759063
DNABERT-2 seed 42,A,af_known_only,63,4222,0.7657324281621544
DNABERT-2 seed 42,A,af_known_only,64,4222,0.7644601903677944
DNABERT-2 seed 42,A,af_known_only,65,4222,0.7677752567644925
DNABERT-2 seed 42,A,af_known_only,66,4222,0.7667179945071282
DNABERT-2 seed 42,A,af_known_only,67,4222,0.7676785402128796
DNABERT-2 seed 42,A,af_known_only,68,4222,0.7674716430885477
DNABERT-2 seed 42,A,af_known_only,69,4222,0.7642100961757468
DNABERT-2 seed 42,A,af_known_only,70,4222,0.7672721511758241
DNABERT-2 seed 42,A,af_known_only,71,4222,0.7676049368974991
DNABERT-2 seed 42,A,af_known_only,72,4222,0.7694768846319644
DNABERT-2 seed 42,A,af_known_only,73,4222,0.7690875500216434
DNABERT-2 seed 42,A,af_known_only,74,4222,0.7674701844862613
DNABERT-2 seed 42,A,af_known_only,75,4222,0.7698842834706028
DNABERT-2 seed 42,A,af_known_only,76,4222,0.7679378348193499
DNABERT-2 seed 42,A,af_known_only,77,4222,0.7690104685008105
DNABERT-2 seed 42,A,af_known_only,78,4222,0.764678083109363
DNABERT-2 seed 42,A,af_known_only,79,4222,0.7653797830093478
DNABERT-2 seed 42,A,af_known_only,80,4222,0.7655604252925227
DNABERT-2 seed 42,A,af_known_only,81,4222,0.7684364524009828
DNABERT-2 seed 42,A,af_known_only,82,4222,0.769253830682305
DNABERT-2 seed 42,A,af_known_only,83,4222,0.7715312698524186
DNABERT-2 seed 42,A,af_known_only,84,4222,0.7701910387514723
DNABERT-2 seed 42,A,af_known_only,85,4222,0.7650138982357869
DNABERT-2 seed 42,A,af_known_only,86,4222,0.7676286111346108
DNABERT-2 seed 42,A,af_known_only,87,4222,0.7697611998776569
DNABERT-2 seed 42,A,af_known_only,88,4222,0.7681479857487825
DNABERT-2 seed 42,A,af_known_only,89,4222,0.7676941360373276
DNABERT-2 seed 42,A,af_known_only,90,4222,0.7631489069122265
DNABERT-2 seed 42,A,af_known_only,91,4222,0.7643014271189171
DNABERT-2 seed 42,A,af_known_only,92,4222,0.7631236618726523
DNABERT-2 seed 42,A,af_known_only,93,4222,0.7700275630952079
DNABERT-2 seed 42,A,af_known_only,94,4222,0.7709013780650003
DNABERT-2 seed 42,A,af_known_only,95,4222,0.7665012237673183
DNABERT-2 seed 42,A,af_known_only,96,4222,0.7669188328219624
DNABERT-2 seed 42,A,af_known_only,97,4222,0.7680551962033255
DNABERT-2 seed 42,A,af_known_only,98,4222,0.7682668057350447
DNABERT-2 seed 42,A,af_known_only,99,4222,0.7682111544478057
M3,B,all_eligible,0,30204,0.5
M3,B,all_eligible,1,30204,0.5
M3,B,all_eligible,2,30204,0.5
M3,B,all_eligible,3,30204,0.5
M3,B,all_eligible,4,30204,0.5
M3,B,all_eligible,5,30204,0.5
M3,B,all_eligible,6,30204,0.5
M3,B,all_eligible,7,30204,0.5
M3,B,all_eligible,8,30204,0.5
M3,B,all_eligible,9,30204,0.5
M3,B,all_eligible,10,30204,0.5
M3,B,all_eligible,11,30204,0.5
M3,B,all_eligible,12,30204,0.5
M3,B,all_eligible,13,30204,0.5
M3,B,all_eligible,14,30204,0.5
M3,B,all_eligible,15,30204,0.5
M3,B,all_eligible,16,30204,0.5
M3,B,all_eligible,17,30204,0.5
M3,B,all_eligible,18,30204,0.5
M3,B,all_eligible,19,30204,0.5
M3,B,all_eligible,20,30204,0.5
M3,B,all_eligible,21,30204,0.5
M3,B,all_eligible,22,30204,0.5
M3,B,all_eligible,23,30204,0.5
M3,B,all_eligible,24,30204,0.5
M3,B,all_eligible,25,30204,0.5
M3,B,all_eligible,26,30204,0.5
M3,B,all_eligible,27,30204,0.5
M3,B,all_eligible,28,30204,0.5
M3,B,all_eligible,29,30204,0.5
M3,B,all_eligible,30,30204,0.5
M3,B,all_eligible,31,30204,0.5
M3,B,all_eligible,32,30204,0.5
M3,B,all_eligible,33,30204,0.5
M3,B,all_eligible,34,30204,0.5
M3,B,all_eligible,35,30204,0.5
M3,B,all_eligible,36,30204,0.5
M3,B,all_eligible,37,30204,0.5
M3,B,all_eligible,38,30204,0.5
M3,B,all_eligible,39,30204,0.5
M3,B,all_eligible,40,30204,0.5
M3,B,all_eligible,41,30204,0.5
M3,B,all_eligible,42,30204,0.5
M3,B,all_eligible,43,30204,0.5
M3,B,all_eligible,44,30204,0.5
M3,B,all_eligible,45,30204,0.5
M3,B,all_eligible,46,30204,0.5
M3,B,all_eligible,47,30204,0.5
M3,B,all_eligible,48,30204,0.5
M3,B,all_eligible,49,30204,0.5
M3,B,all_eligible,50,30204,0.5
M3,B,all_eligible,51,30204,0.5
M3,B,all_eligible,52,30204,0.5
M3,B,all_eligible,53,30204,0.5
M3,B,all_eligible,54,30204,0.5
M3,B,all_eligible,55,30204,0.5
M3,B,all_eligible,56,30204,0.5
M3,B,all_eligible,57,30204,0.5
M3,B,all_eligible,58,30204,0.5
M3,B,all_eligible,59,30204,0.5
M3,B,all_eligible,60,30204,0.5
M3,B,all_eligible,61,30204,0.5
M3,B,all_eligible,62,30204,0.5
M3,B,all_eligible,63,30204,0.5
M3,B,all_eligible,64,30204,0.5
M3,B,all_eligible,65,30204,0.5
M3,B,all_eligible,66,30204,0.5
M3,B,all_eligible,67,30204,0.5
M3,B,all_eligible,68,30204,0.5
M3,B,all_eligible,69,30204,0.5
M3,B,all_eligible,70,30204,0.5
M3,B,all_eligible,71,30204,0.5
M3,B,all_eligible,72,30204,0.5
M3,B,all_eligible,73,30204,0.5
M3,B,all_eligible,74,30204,0.5
M3,B,all_eligible,75,30204,0.5
M3,B,all_eligible,76,30204,0.5
M3,B,all_eligible,77,30204,0.5
M3,B,all_eligible,78,30204,0.5
M3,B,all_eligible,79,30204,0.5
M3,B,all_eligible,80,30204,0.5
M3,B,all_eligible,81,30204,0.5
M3,B,all_eligible,82,30204,0.5
M3,B,all_eligible,83,30204,0.5
M3,B,all_eligible,84,30204,0.5
M3,B,all_eligible,85,30204,0.5
M3,B,all_eligible,86,30204,0.5
M3,B,all_eligible,87,30204,0.5
M3,B,all_eligible,88,30204,0.5
M3,B,all_eligible,89,30204,0.5
M3,B,all_eligible,90,30204,0.5
M3,B,all_eligible,91,30204,0.5
M3,B,all_eligible,92,30204,0.5
M3,B,all_eligible,93,30204,0.5
M3,B,all_eligible,94,30204,0.5
M3,B,all_eligible,95,30204,0.5
M3,B,all_eligible,96,30204,0.5
M3,B,all_eligible,97,30204,0.5
M3,B,all_eligible,98,30204,0.5
M3,B,all_eligible,99,30204,0.5
M3,B,af_known_only,0,3614,0.5
M3,B,af_known_only,1,3614,0.5
M3,B,af_known_only,2,3614,0.5
M3,B,af_known_only,3,3614,0.5
M3,B,af_known_only,4,3614,0.5
M3,B,af_known_only,5,3614,0.5
M3,B,af_known_only,6,3614,0.5
M3,B,af_known_only,7,3614,0.5
M3,B,af_known_only,8,3614,0.5
M3,B,af_known_only,9,3614,0.5
M3,B,af_known_only,10,3614,0.5
M3,B,af_known_only,11,3614,0.5
M3,B,af_known_only,12,3614,0.5
M3,B,af_known_only,13,3614,0.5
M3,B,af_known_only,14,3614,0.5
M3,B,af_known_only,15,3614,0.5
M3,B,af_known_only,16,3614,0.5
M3,B,af_known_only,17,3614,0.5
M3,B,af_known_only,18,3614,0.5
M3,B,af_known_only,19,3614,0.5
M3,B,af_known_only,20,3614,0.5
M3,B,af_known_only,21,3614,0.5
M3,B,af_known_only,22,3614,0.5
M3,B,af_known_only,23,3614,0.5
M3,B,af_known_only,24,3614,0.5
M3,B,af_known_only,25,3614,0.5
M3,B,af_known_only,26,3614,0.5
M3,B,af_known_only,27,3614,0.5
M3,B,af_known_only,28,3614,0.5
M3,B,af_known_only,29,3614,0.5
M3,B,af_known_only,30,3614,0.5
M3,B,af_known_only,31,3614,0.5
M3,B,af_known_only,32,3614,0.5
M3,B,af_known_only,33,3614,0.5
M3,B,af_known_only,34,3614,0.5
M3,B,af_known_only,35,3614,0.5
M3,B,af_known_only,36,3614,0.5
M3,B,af_known_only,37,3614,0.5
M3,B,af_known_only,38,3614,0.5
M3,B,af_known_only,39,3614,0.5
M3,B,af_known_only,40,3614,0.5
M3,B,af_known_only,41,3614,0.5
M3,B,af_known_only,42,3614,0.5
M3,B,af_known_only,43,3614,0.5
M3,B,af_known_only,44,3614,0.5
M3,B,af_known_only,45,3614,0.5
M3,B,af_known_only,46,3614,0.5
M3,B,af_known_only,47,3614,0.5
M3,B,af_known_only,48,3614,0.5
M3,B,af_known_only,49,3614,0.5
M3,B,af_known_only,50,3614,0.5
M3,B,af_known_only,51,3614,0.5
M3,B,af_known_only,52,3614,0.5
M3,B,af_known_only,53,3614,0.5
M3,B,af_known_only,54,3614,0.5
M3,B,af_known_only,55,3614,0.5
M3,B,af_known_only,56,3614,0.5
M3,B,af_known_only,57,3614,0.5
M3,B,af_known_only,58,3614,0.5
M3,B,af_known_only,59,3614,0.5
M3,B,af_known_only,60,3614,0.5
M3,B,af_known_only,61,3614,0.5
M3,B,af_known_only,62,3614,0.5
M3,B,af_known_only,63,3614,0.5
M3,B,af_known_only,64,3614,0.5
M3,B,af_known_only,65,3614,0.5
M3,B,af_known_only,66,3614,0.5
M3,B,af_known_only,67,3614,0.5
M3,B,af_known_only,68,3614,0.5
M3,B,af_known_only,69,3614,0.5
M3,B,af_known_only,70,3614,0.5
M3,B,af_known_only,71,3614,0.5
M3,B,af_known_only,72,3614,0.5
M3,B,af_known_only,73,3614,0.5
M3,B,af_known_only,74,3614,0.5
M3,B,af_known_only,75,3614,0.5
M3,B,af_known_only,76,3614,0.5
M3,B,af_known_only,77,3614,0.5
M3,B,af_known_only,78,3614,0.5
M3,B,af_known_only,79,3614,0.5
M3,B,af_known_only,80,3614,0.5
M3,B,af_known_only,81,3614,0.5
M3,B,af_known_only,82,3614,0.5
M3,B,af_known_only,83,3614,0.5
M3,B,af_known_only,84,3614,0.5
M3,B,af_known_only,85,3614,0.5
M3,B,af_known_only,86,3614,0.5
M3,B,af_known_only,87,3614,0.5
M3,B,af_known_only,88,3614,0.5
M3,B,af_known_only,89,3614,0.5
M3,B,af_known_only,90,3614,0.5
M3,B,af_known_only,91,3614,0.5
M3,B,af_known_only,92,3614,0.5
M3,B,af_known_only,93,3614,0.5
M3,B,af_known_only,94,3614,0.5
M3,B,af_known_only,95,3614,0.5
M3,B,af_known_only,96,3614,0.5
M3,B,af_known_only,97,3614,0.5
M3,B,af_known_only,98,3614,0.5
M3,B,af_known_only,99,3614,0.5
M4,B,all_eligible,0,30204,0.5
M4,B,all_eligible,1,30204,0.5
M4,B,all_eligible,2,30204,0.5
M4,B,all_eligible,3,30204,0.5
M4,B,all_eligible,4,30204,0.5
M4,B,all_eligible,5,30204,0.5
M4,B,all_eligible,6,30204,0.5
M4,B,all_eligible,7,30204,0.5
M4,B,all_eligible,8,30204,0.5
M4,B,all_eligible,9,30204,0.5
M4,B,all_eligible,10,30204,0.5
M4,B,all_eligible,11,30204,0.5
M4,B,all_eligible,12,30204,0.5
M4,B,all_eligible,13,30204,0.5
M4,B,all_eligible,14,30204,0.5
M4,B,all_eligible,15,30204,0.5
M4,B,all_eligible,16,30204,0.5
M4,B,all_eligible,17,30204,0.5
M4,B,all_eligible,18,30204,0.5
M4,B,all_eligible,19,30204,0.5
M4,B,all_eligible,20,30204,0.5
M4,B,all_eligible,21,30204,0.5
M4,B,all_eligible,22,30204,0.5
M4,B,all_eligible,23,30204,0.5
M4,B,all_eligible,24,30204,0.5
M4,B,all_eligible,25,30204,0.5
M4,B,all_eligible,26,30204,0.5
M4,B,all_eligible,27,30204,0.5
M4,B,all_eligible,28,30204,0.5
M4,B,all_eligible,29,30204,0.5
M4,B,all_eligible,30,30204,0.5
M4,B,all_eligible,31,30204,0.5
M4,B,all_eligible,32,30204,0.5
M4,B,all_eligible,33,30204,0.5
M4,B,all_eligible,34,30204,0.5
M4,B,all_eligible,35,30204,0.5
M4,B,all_eligible,36,30204,0.5
M4,B,all_eligible,37,30204,0.5
M4,B,all_eligible,38,30204,0.5
M4,B,all_eligible,39,30204,0.5
M4,B,all_eligible,40,30204,0.5
M4,B,all_eligible,41,30204,0.5
M4,B,all_eligible,42,30204,0.5
M4,B,all_eligible,43,30204,0.5
M4,B,all_eligible,44,30204,0.5
M4,B,all_eligible,45,30204,0.5
M4,B,all_eligible,46,30204,0.5
M4,B,all_eligible,47,30204,0.5
M4,B,all_eligible,48,30204,0.5
M4,B,all_eligible,49,30204,0.5
M4,B,all_eligible,50,30204,0.5
M4,B,all_eligible,51,30204,0.5
M4,B,all_eligible,52,30204,0.5
M4,B,all_eligible,53,30204,0.5
M4,B,all_eligible,54,30204,0.5
M4,B,all_eligible,55,30204,0.5
M4,B,all_eligible,56,30204,0.5
M4,B,all_eligible,57,30204,0.5
M4,B,all_eligible,58,30204,0.5
M4,B,all_eligible,59,30204,0.5
M4,B,all_eligible,60,30204,0.5
M4,B,all_eligible,61,30204,0.5
M4,B,all_eligible,62,30204,0.5
M4,B,all_eligible,63,30204,0.5
M4,B,all_eligible,64,30204,0.5
M4,B,all_eligible,65,30204,0.5
M4,B,all_eligible,66,30204,0.5
M4,B,all_eligible,67,30204,0.5
M4,B,all_eligible,68,30204,0.5
M4,B,all_eligible,69,30204,0.5
M4,B,all_eligible,70,30204,0.5
M4,B,all_eligible,71,30204,0.5
M4,B,all_eligible,72,30204,0.5
M4,B,all_eligible,73,30204,0.5
M4,B,all_eligible,74,30204,0.5
M4,B,all_eligible,75,30204,0.5
M4,B,all_eligible,76,30204,0.5
M4,B,all_eligible,77,30204,0.5
M4,B,all_eligible,78,30204,0.5
M4,B,all_eligible,79,30204,0.5
M4,B,all_eligible,80,30204,0.5
M4,B,all_eligible,81,30204,0.5
M4,B,all_eligible,82,30204,0.5
M4,B,all_eligible,83,30204,0.5
M4,B,all_eligible,84,30204,0.5
M4,B,all_eligible,85,30204,0.5
M4,B,all_eligible,86,30204,0.5
M4,B,all_eligible,87,30204,0.5
M4,B,all_eligible,88,30204,0.5
M4,B,all_eligible,89,30204,0.5
M4,B,all_eligible,90,30204,0.5
M4,B,all_eligible,91,30204,0.5
M4,B,all_eligible,92,30204,0.5
M4,B,all_eligible,93,30204,0.5
M4,B,all_eligible,94,30204,0.5
M4,B,all_eligible,95,30204,0.5
M4,B,all_eligible,96,30204,0.5
M4,B,all_eligible,97,30204,0.5
M4,B,all_eligible,98,30204,0.5
M4,B,all_eligible,99,30204,0.5
M4,B,af_known_only,0,3614,0.5
M4,B,af_known_only,1,3614,0.5
M4,B,af_known_only,2,3614,0.5
M4,B,af_known_only,3,3614,0.5
M4,B,af_known_only,4,3614,0.5
M4,B,af_known_only,5,3614,0.5
M4,B,af_known_only,6,3614,0.5
M4,B,af_known_only,7,3614,0.5
M4,B,af_known_only,8,3614,0.5
M4,B,af_known_only,9,3614,0.5
M4,B,af_known_only,10,3614,0.5
M4,B,af_known_only,11,3614,0.5
M4,B,af_known_only,12,3614,0.5
M4,B,af_known_only,13,3614,0.5
M4,B,af_known_only,14,3614,0.5
M4,B,af_known_only,15,3614,0.5
M4,B,af_known_only,16,3614,0.5
M4,B,af_known_only,17,3614,0.5
M4,B,af_known_only,18,3614,0.5
M4,B,af_known_only,19,3614,0.5
M4,B,af_known_only,20,3614,0.5
M4,B,af_known_only,21,3614,0.5
M4,B,af_known_only,22,3614,0.5
M4,B,af_known_only,23,3614,0.5
M4,B,af_known_only,24,3614,0.5
M4,B,af_known_only,25,3614,0.5
M4,B,af_known_only,26,3614,0.5
M4,B,af_known_only,27,3614,0.5
M4,B,af_known_only,28,3614,0.5
M4,B,af_known_only,29,3614,0.5
M4,B,af_known_only,30,3614,0.5
M4,B,af_known_only,31,3614,0.5
M4,B,af_known_only,32,3614,0.5
M4,B,af_known_only,33,3614,0.5
M4,B,af_known_only,34,3614,0.5
M4,B,af_known_only,35,3614,0.5
M4,B,af_known_only,36,3614,0.5
M4,B,af_known_only,37,3614,0.5
M4,B,af_known_only,38,3614,0.5
M4,B,af_known_only,39,3614,0.5
M4,B,af_known_only,40,3614,0.5
M4,B,af_known_only,41,3614,0.5
M4,B,af_known_only,42,3614,0.5
M4,B,af_known_only,43,3614,0.5
M4,B,af_known_only,44,3614,0.5
M4,B,af_known_only,45,3614,0.5
